6423135627981619458_!_115_!_news_agriculture_!_为什么现在农村人很少到广州等地打工反而转战江苏浙江_!_一窝蜂,浙江,农村,江苏,广州_!_7.0_!_0
6481778451320668430_!_106_!_news_house_!_河北衡水人天津集体户口在天津买房合适还是回衡水买呢_!_集体户口,天津,衡水,房价,大都市_!_8.0_!_0
6487781016990646541_!_108_!_news_edu_!_襄阳的湖北交通大学将来会不会成为全国五大交校之一_!_襄阳,西南交通大学,交通大学,隆中,北京交通大学_!_0.0_!_0
6492610374146195725_!_108_!_news_edu_!_如果哈工大不在哈尔滨而是在北京那现在哈工大会不会牛到飞起_!_北京,哈工大,哈尔滨_!_9.0_!_0
6512940160806551816_!_109_!_news_tech_!_昆山江阴义乌哪个发展最好_!_义乌,物联网,昆山,江阴,小商品_!_9.0_!_0
6514902279009599752_!_108_!_news_edu_!_四川大学华西医科在上海的录取分数线是多少_!_985工程,华西医科大学,鹿传霖,四川大学,四川总督_!_1.0_!_0
6520157116831891716_!_106_!_news_house_!_如何评价贵阳大盘花果园的物业管理_!_物业,产权证,住宅区,花果园,金融街_!_6.0_!_0
6520548609547567367_!_106_!_news_house_!_郑州将对标纽约建中央公园将会变成下一个龙湖地王吗_!_国际大都市,郑州市,龙湖,郑州,中央公园_!_4.0_!_0
6521960096736477700_!_101_!_news_culture_!_王熙凤给8两王夫人给100两2人给刘姥姥银子数量差别为何这_!_刘姥姥,红楼梦,王熙凤,两银子,王夫人_!_6.0_!_0
6528436786643862029_!_106_!_news_house_!_新作GDG葛乔治北京融创壹号庄园F82别墅及其背后的故事_!_大理石,设计师,室内空间,Cui,葛乔治_!_2.0_!_0
6531118183804305924_!_108_!_news_edu_!_藏在985大学中的医学院实力强考上就是捡到宝_!_临床医学,护理学,山东大学,医学院,湘雅医学院_!_0.0_!_0
6537451193822609923_!_110_!_news_military_!_越南女兵和中国解放军女兵正步对比一首BGM让你明白差距有多大_!_越南,中国解放军,女兵_!_3.0_!_0
6539681813122515469_!_104_!_news_finance_!_中美贸易摩擦阴影下的忧心者样本美国红酒_!_纳帕谷,葡萄园,葡萄酒,关税,Wine_!_3.0_!_0
6540640519259685379_!_100_!_news_story_!_独孤天下李昞软禁曼陀夫妻彻底反目曼陀仇恨加深真可怕_!_宇文邕,李昞,独孤信,宝贝儿,曼陀_!_3.0_!_0
6543008679006831118_!_106_!_news_house_!_董明珠给格力员工住的宿舍和马云公司的相比较差距真大_!_董明珠,马云,房价,阿里巴巴集团,格力集团_!_1.0_!_0
6543140987668005380_!_116_!_news_game_!_王者荣耀除了名刀只有苏烈能让这个亚瑟出第二刀_!_苏烈_!_8.0_!_0
